Rk,Team,Date,Season,Pts,PtsO,Rate,TO,Y/P,DY/P,ToP,Rate,Day,G#,Week,Away,Opp,Result,Pts,PtsO,PtDif,PC,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Opp_Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Cmp,Att,Cmp%,Yds,TD,Sk,Yds,Int,Rate,Rush,Pass,Tot,TO
21,NWE,2024-11-24,2024,15,34,72.5,-1,4.27,5.65,27:56,127.9,Sun,12,12,@,MIA,L 15-34,15,34,-19,49,22,38,16,57.9,183,1,1,2.6,2.6,72.5,4,39,9.52,4.8,4.36,4.16,3.76,8.3,269,63,4.27,66,5.65,2,27:56,3:09,29,40,72.5,308,4,2,9,0,127.9,21,-125,-104,-1
22,DEN,2024-11-24,2024,29,19,94.6,2,5.00,4.99,31:11,72.8,Sun,12,12,@,LVR,W 29-19,29,19,10,48,25,42,17,59.5,262,2,0,4.8,0.0,94.6,1,11,2.33,6.2,6.09,7.19,7.02,10.5,325,65,5.00,74,4.99,0,31:11,3:20,31,53,58.5,300,1,5,28,1,72.8,-6,-38,-44,2
23,SEA,2024-11-24,2024,16,6,92.7,0,4.67,5.32,33:13,72.9,Sun,11,12,,ARI,W 16-6,16,6,10,22,22,31,9,71.0,220,1,1,3.2,3.2,92.7,5,34,13.89,7.1,6.11,6.29,5.42,10.0,285,61,4.67,56,5.32,1,33:13,2:56,24,37,64.9,249,0,5,36,1,72.9,16,-29,-13,0
24,MIN,2024-11-24,2024,30,27,116.8,0,6.95,5.45,33:26,99.3,Sun,11,12,@,CHI,W 30-27 (OT),30,27,3,57,23,35,12,65.7,328,2,0,5.7,0.0,116.8,3,16,7.89,9.4,8.63,10.51,9.68,14.3,452,65,6.95,73,5.45,1,33:26,3:36,32,48,66.7,320,2,3,20,0,99.3,46,8,54,0
25,TAM,2024-11-24,2024,30,7,107.5,0,7.27,4.38,33:59,81.4,Sun,11,12,@,NYG,W 30-7,30,7,23,37,24,30,6,80.0,294,0,0,0.0,0.0,107.5,0,0,0.00,9.8,9.80,9.80,9.80,12.3,451,62,7.27,56,4.38,1,33:59,2:49,22,32,68.8,169,0,4,23,0,81.4,81,125,206,0
26,CAR,2024-11-24,2024,27,30,92.9,0,5.76,5.75,27:44,115.4,Sun,11,12,,KAN,L 27-30,27,30,-3,57,21,35,14,60.0,249,1,0,2.9,0.0,92.9,2,14,5.41,7.1,6.73,7.69,7.27,11.9,334,58,5.76,68,5.75,0,27:44,3:11,27,37,73.0,226,3,5,43,0,115.4,-80,23,-57,0
27,IND,2024-11-24,2024,6,24,60.4,0,5.47,5.42,22:59,91.6,Sun,12,12,,DET,L 6-24,6,24,-18,30,11,28,17,39.3,172,0,0,0.0,0.0,60.4,0,0,0.00,6.1,6.14,6.14,6.14,15.6,268,49,5.47,72,5.42,0,22:59,2:53,26,36,72.2,253,0,3,16,0,91.6,-41,-81,-122,0
28,TEN,2024-11-24,2024,32,27,118.4,-1,5.59,4.81,34:29,75.3,Sun,11,12,@,HOU,W 32-27,32,27,5,59,18,25,7,72.0,237,2,1,8.0,4.0,118.4,8,41,24.24,9.5,7.18,9.28,7.03,13.2,369,66,5.59,54,4.81,3,34:29,3:11,20,33,60.6,220,2,4,27,2,75.3,92,17,109,-1
29,CHI,2024-11-24,2024,27,30,101.0,0,5.45,6.95,34:24,114.9,Sun,11,12,,MIN,L 27-30 (OT),27,30,-3,57,32,48,16,66.7,320,2,0,4.2,0.0,101.0,3,20,5.88,6.7,6.27,7.50,7.06,10.0,398,73,5.45,65,6.95,1,34:24,3:36,23,35,65.7,328,2,3,16,0,114.9,-46,-8,-54,0
30,SFO,2024-11-24,2024,10,38,76.7,-3,5.13,4.85,23:17,106.4,Sun,11,12,@,GNB,L 10-38,10,38,-28,48,17,29,12,58.6,197,1,1,3.4,3.4,76.7,2,2,6.45,6.8,6.35,5.93,5.55,11.6,241,47,5.13,67,4.85,3,23:17,3:01,13,23,56.5,156,2,2,7,0,106.4,-125,41,-84,-3
31,HOU,2024-11-24,2024,27,32,78.7,1,4.81,5.59,25:31,111.6,Sun,12,12,,TEN,L 27-32,27,32,-5,59,20,33,13,60.6,220,2,2,6.1,6.1,78.7,4,27,10.81,6.7,5.95,5.15,4.59,11.0,260,54,4.81,66,5.59,2,25:31,3:11,18,25,72.0,237,2,8,41,1,111.6,-92,-17,-109,1
32,MIA,2024-11-24,2024,34,15,128.9,1,5.65,4.27,32:04,68.2,Sun,11,12,,NWE,W 34-15,34,15,19,49,29,40,11,72.5,308,4,0,10.0,0.0,128.9,2,9,4.76,7.7,7.33,9.70,9.24,10.6,373,66,5.65,63,4.27,1,32:04,3:09,22,38,57.9,183,1,4,39,1,68.2,-21,125,104,1
33,PIT,2024-11-21,2024,19,24,112.7,2,5.49,5.53,35:02,76.0,Thu,11,12,@,CLE,L 19-24,19,24,-5,43,21,29,8,72.4,248,1,0,3.4,0.0,112.7,4,22,12.12,8.6,7.52,9.24,8.12,11.8,368,67,5.49,55,5.53,1,35:02,3:03,18,27,66.7,219,0,1,0,1,76.0,35,29,64,2
34,CLE,2024-11-21,2024,24,19,76.0,-2,5.53,5.49,24:58,109.6,Thu,11,12,,PIT,W 24-19,24,19,5,43,18,27,9,66.7,219,0,1,0.0,3.7,76.0,1,0,3.57,8.1,7.82,6.44,6.21,12.2,304,55,5.53,67,5.49,3,24:58,3:03,21,29,72.4,248,1,4,22,0,109.6,-35,-29,-64,-2
35,HOU,2024-11-18,2024,34,10,77.7,1,6.52,4.91,30:37,73.8,Mon,11,11,@,DAL,W 34-10,34,10,24,44,23,34,11,67.6,250,0,1,0.0,2.9,77.7,1,7,2.86,7.4,7.14,6.03,5.86,10.9,391,60,6.52,79,4.91,1,30:37,3:18,33,56,58.9,324,1,5,34,1,73.8,77,-74,3,1
36,DAL,2024-11-18,2024,10,34,76.3,-1,4.91,6.52,29:23,76.8,Mon,10,11,,HOU,L 10-34,10,34,-24,44,33,56,23,58.9,324,1,1,1.8,1.8,76.3,5,34,8.20,5.8,5.31,5.34,4.90,9.8,388,79,4.91,60,6.52,2,29:23,3:18,23,34,67.6,250,0,1,7,1,76.8,-77,74,-3,-1
37,LVR,2024-11-17,2024,19,34,93.4,-1,5.29,5.52,26:48,125.8,Sun,10,11,@,MIA,L 19-34,19,34,-15,53,30,43,13,69.8,268,2,1,4.7,2.3,93.4,3,14,6.52,6.2,5.83,6.12,5.72,8.9,328,62,5.29,64,5.52,1,26:48,3:01,28,36,77.8,271,3,2,17,0,125.8,-22,-3,-25,-1
38,DEN,2024-11-17,2024,38,6,145.0,1,6.67,4.04,30:05,66.1,Sun,11,11,,ATL,W 38-6,38,6,32,44,28,33,5,84.8,295,4,0,12.1,0.0,145.0,1,12,2.94,8.9,8.68,11.36,11.03,10.5,400,60,6.67,56,4.04,0,30:05,2:54,20,31,64.5,176,0,4,21,1,66.1,55,119,174,1
39,SEA,2024-11-17,2024,20,17,82.4,0,4.90,4.86,26:35,83.3,Sun,10,11,@,SFO,W 20-17,20,17,3,37,25,32,7,78.1,195,0,1,0.0,3.1,82.4,4,26,11.11,6.1,5.42,4.69,4.17,7.8,289,59,4.90,57,4.86,1,26:35,3:02,21,28,75.0,146,1,2,13,1,83.3,-37,49,12,0
40,MIN,2024-11-17,2024,23,13,107.0,0,4.75,5.35,32:31,80.2,Sun,10,11,@,TEN,W 23-13,23,13,10,36,20,32,12,62.5,236,2,0,6.3,0.0,107.0,2,10,5.88,7.4,6.94,8.63,8.12,11.8,318,67,4.75,55,5.35,1,32:31,3:08,17,31,54.8,261,1,5,34,1,80.2,49,-25,24,0
41,TEN,2024-11-17,2024,13,23,84.7,0,5.35,4.75,27:29,105.7,Sun,10,11,,MIN,L 13-23,13,23,-10,36,17,31,14,54.8,261,1,1,3.2,3.2,84.7,5,34,13.89,8.4,7.25,7.61,6.56,15.4,294,55,5.35,67,4.75,1,27:29,3:08,20,32,62.5,236,2,2,10,0,105.7,-49,25,-24,0
42,DET,2024-11-17,2024,52,6,158.3,1,8.49,3.62,39:06,55.1,Sun,10,11,,JAX,W 52-6,52,6,46,58,27,33,6,81.8,449,4,0,12.1,0.0,158.3,0,0,0.00,13.6,13.61,16.03,16.03,16.6,645,76,8.49,47,3.62,0,39:06,2:56,17,29,58.6,129,0,1,9,1,55.1,155,320,475,1
43,LAR,2024-11-17,2024,28,22,142.7,2,7.88,5.31,22:40,97.9,Sun,10,11,@,NWE,W 28-22,28,22,6,50,18,27,9,66.7,295,4,0,14.8,0.0,142.7,0,0,0.00,10.9,10.93,13.89,13.89,16.4,402,51,7.88,72,5.31,0,22:40,3:03,29,39,74.4,257,2,3,25,1,97.9,-18,38,20,2
44,NWE,2024-11-17,2024,22,28,100.6,-2,5.31,7.88,37:20,142.7,Sun,11,11,,LAR,L 22-28,22,28,-6,50,29,39,10,74.4,257,2,1,5.1,2.6,100.6,3,25,7.14,6.6,6.12,6.46,6.00,8.9,382,72,5.31,51,7.88,2,37:20,3:03,18,27,66.7,295,4,0,0,0,142.7,18,-38,-20,-2
45,JAX,2024-11-17,2024,6,52,56.4,-1,3.62,8.49,20:54,158.3,Sun,11,11,@,DET,L 6-52,6,52,-46,58,17,29,12,58.6,129,0,1,0.0,3.4,56.4,1,9,3.33,4.4,4.30,2.90,2.80,7.6,170,47,3.62,76,8.49,1,20:54,2:56,27,33,81.8,449,4,0,0,0,158.3,-155,-320,-475,-1
46,NYJ,2024-11-17,2024,27,28,114.7,1,4.87,4.96,25:43,102.2,Sun,11,11,,IND,L 27-28,27,28,-1,55,22,29,7,75.9,162,2,0,6.9,0.0,114.7,3,22,9.38,5.6,5.06,6.97,6.31,7.4,253,52,4.87,67,4.96,0,25:43,2:55,20,30,66.7,241,1,2,31,0,102.2,0,-79,-79,1
47,PIT,2024-11-17,2024,18,16,67.5,2,4.09,6.09,36:22,65.8,Sun,10,11,,BAL,W 18-16,18,16,2,34,23,36,13,63.9,181,0,1,0.0,2.8,67.5,4,24,10.00,5.0,4.53,3.78,3.40,7.9,303,74,4.09,54,6.09,1,36:22,3:19,16,33,48.5,205,1,2,2,1,65.8,-2,-24,-26,2
48,ATL,2024-11-17,2024,6,38,68.9,-1,4.04,6.67,29:55,143.5,Sun,11,11,@,DEN,L 6-38,6,38,-32,44,20,31,11,64.5,176,0,1,0.0,3.2,68.9,4,21,11.43,5.7,5.03,4.23,3.74,8.8,226,56,4.04,60,6.67,1,29:55,2:54,28,33,84.8,295,4,1,12,0,143.5,-55,-119,-174,-1
49,LAC,2024-11-17,2024,34,27,94.3,-1,6.90,5.79,25:52,97.2,Sun,10,11,,CIN,W 34-27,34,27,7,61,17,36,19,47.2,280,2,0,5.6,0.0,94.3,2,17,5.26,7.8,7.37,8.89,8.42,16.5,435,63,6.90,78,5.79,1,25:52,3:30,28,50,56.0,342,3,3,14,0,97.2,45,-62,-17,-1
50,CLE,2024-11-17,2024,14,35,104.5,2,6.33,8.16,29:22,111.1,Sun,10,11,@,NOR,L 14-35,14,35,-21,49,30,47,17,63.8,377,2,0,4.3,0.0,104.5,3,18,6.00,8.0,7.54,8.87,8.34,12.6,443,70,6.33,58,8.16,0,29:22,3:00,22,29,75.9,259,2,1,7,1,111.1,-148,118,-30,2
51,KAN,2024-11-17,2024,21,30,90.0,-1,4.98,5.15,25:57,83.5,Sun,10,11,@,BUF,L 21-30,21,30,-9,51,23,33,10,69.7,181,3,2,9.1,6.1,90.0,2,15,5.71,5.5,5.17,4.58,4.31,7.9,259,52,4.98,71,5.15,2,25:57,3:01,27,40,67.5,262,1,0,0,1,83.5,-26,-81,-107,-1
52,CHI,2024-11-17,2024,19,20,95.0,1,5.75,8.51,36:21,113.0,Sun,10,11,,GNB,L 19-20,19,20,-1,39,23,31,8,74.2,212,0,0,0.0,0.0,95.0,3,19,8.82,6.8,6.24,6.84,6.24,9.2,391,68,5.75,43,8.51,0,36:21,2:55,13,17,76.5,260,1,1,1,1,113.0,73,-48,25,1
53,IND,2024-11-17,2024,28,27,106.5,-1,4.96,4.87,34:17,111.6,Sun,11,11,@,NYJ,W 28-27,28,27,1,55,20,30,10,66.7,241,1,0,3.3,0.0,106.5,2,31,6.25,8.0,7.53,8.70,8.16,12.1,332,67,4.96,52,4.87,1,34:17,2:55,22,29,75.9,162,2,3,22,0,111.6,0,79,79,-1
54,MIA,2024-11-17,2024,34,19,127.8,1,5.52,5.29,33:12,92.0,Sun,10,11,,LVR,W 34-19,34,19,15,53,28,36,8,77.8,271,3,0,8.3,0.0,127.8,2,17,5.26,7.5,7.13,9.19,8.71,9.7,353,64,5.52,62,5.29,0,33:12,3:01,30,43,69.8,268,2,3,14,1,92.0,22,3,25,1
55,SFO,2024-11-17,2024,17,20,85.3,0,4.86,4.90,33:25,79.0,Sun,10,11,,SEA,L 17-20,17,20,-3,37,21,28,7,75.0,146,1,1,3.6,3.6,85.3,2,13,6.67,5.2,4.87,4.32,4.03,7.0,277,57,4.86,59,4.90,1,33:25,3:02,25,32,78.1,195,0,4,26,1,79.0,37,-49,-12,0
56,GNB,2024-11-17,2024,20,19,113.0,-1,8.51,5.75,23:39,92.4,Sun,10,11,@,CHI,W 20-19,20,19,1,39,13,17,4,76.5,260,1,1,5.9,5.9,113.0,1,1,5.56,15.3,14.44,13.82,13.06,20.0,366,43,8.51,68,5.75,1,23:39,2:55,23,31,74.2,212,0,3,19,0,92.4,-73,48,-25,-1
57,BUF,2024-11-17,2024,30,21,83.5,1,5.15,4.98,34:03,88.1,Sun,11,11,,KAN,W 30-21,30,21,9,51,27,40,13,67.5,262,1,1,2.5,2.5,83.5,0,0,0.00,6.6,6.55,5.93,5.93,9.7,366,71,5.15,52,4.98,1,34:03,3:01,23,33,69.7,181,3,2,15,2,88.1,26,81,107,1
58,NOR,2024-11-17,2024,35,14,112.1,-2,8.16,6.33,30:38,102.9,Sun,11,11,,CLE,W 35-14,35,14,21,49,22,29,7,75.9,259,2,1,6.9,3.4,112.1,1,7,3.33,8.9,8.63,8.76,8.47,11.8,473,58,8.16,70,6.33,2,30:38,3:00,30,47,63.8,377,2,3,18,0,102.9,148,-118,30,-2
59,BAL,2024-11-17,2024,16,18,66.1,-2,6.09,4.09,23:38,64.7,Sun,11,11,@,PIT,L 16-18,16,18,-2,34,16,33,17,48.5,205,1,1,3.0,3.0,66.1,2,2,5.71,6.2,5.86,5.45,5.14,12.8,329,54,6.09,74,4.09,3,23:38,3:19,23,36,63.9,181,0,4,24,1,64.7,2,24,26,-2
60,CIN,2024-11-17,2024,27,34,98.4,1,5.79,6.90,34:08,92.4,Sun,11,11,@,LAC,L 27-34,27,34,-7,61,28,50,22,56.0,342,3,0,6.0,0.0,98.4,3,14,5.66,6.8,6.45,8.04,7.58,12.2,452,78,5.79,63,6.90,0,34:08,3:30,17,36,47.2,280,2,2,17,0,92.4,-45,62,17,1
61,WAS,2024-11-14,2024,18,26,81.6,-1,4.19,6.20,26:56,86.3,Thu,11,11,@,PHI,L 18-26,18,26,-8,44,22,32,10,68.8,171,1,1,3.1,3.1,81.6,3,20,8.57,5.3,4.89,4.56,4.17,7.8,264,63,4.19,70,6.20,1,26:56,3:03,18,28,64.3,206,0,2,15,0,86.3,-135,-35,-170,-1
62,PHI,2024-11-14,2024,26,18,88.5,1,6.20,4.19,33:04,79.0,Thu,10,11,,WAS,W 26-18,26,18,8,44,18,28,10,64.3,206,0,0,0.0,0.0,88.5,2,15,6.67,7.4,6.87,7.36,6.87,11.4,434,70,6.20,63,4.19,0,33:04,3:03,22,32,68.8,171,1,3,20,1,79.0,135,35,170,1
63,LAR,2024-11-11,2024,15,23,77.5,0,4.81,4.49,30:12,84.1,Mon,9,10,,MIA,L 15-23,15,23,-8,38,32,46,14,69.6,257,0,1,0.0,2.2,77.5,4,36,8.00,5.6,5.14,4.61,4.24,8.0,327,68,4.81,53,4.49,2,30:12,2:49,20,28,71.4,171,1,3,36,1,84.1,3,86,89,0
64,MIA,2024-11-11,2024,23,15,89.4,0,4.49,4.81,29:48,74.3,Mon,9,10,@,LAR,W 23-15,23,15,8,38,20,28,8,71.4,171,1,1,3.6,3.6,89.4,3,36,9.68,6.1,5.52,5.21,4.71,8.6,238,53,4.49,68,4.81,2,29:48,2:49,32,46,69.6,257,0,4,36,1,74.3,-3,-86,-89,0
65,NOR,2024-11-10,2024,20,17,126.9,1,7.02,6.41,24:53,73.0,Sun,10,10,,ATL,W 20-17,20,17,3,37,16,25,9,64.0,269,2,0,8.0,0.0,126.9,0,0,0.00,10.8,10.76,12.36,12.36,16.8,365,52,7.02,73,6.41,0,24:53,2:57,23,38,60.5,287,0,3,19,1,73.0,-85,-18,-103,1
66,MIN,2024-11-10,2024,12,7,48.2,0,4.90,3.33,42:19,33.7,Sun,9,10,@,JAX,W 12-7,12,7,5,19,24,38,14,63.2,233,0,3,0.0,7.9,48.2,1,8,2.56,6.1,5.97,2.58,2.51,9.7,402,82,4.90,43,3.33,3,42:19,3:00,14,22,63.6,87,0,3,24,2,33.7,113,146,259,0
67,TAM,2024-11-10,2024,20,23,82.0,1,3.71,6.77,28:12,117.6,Sun,10,10,,SFO,L 20-23,20,23,-3,43,18,29,11,62.1,105,1,0,3.4,0.0,82.0,2,11,6.45,3.6,3.39,4.31,4.03,5.8,215,58,3.71,61,6.77,0,28:12,2:56,25,36,69.4,338,2,3,15,0,117.6,35,-233,-198,1
68,NWE,2024-11-10,2024,19,3,79.4,-1,5.38,2.41,32:28,59.0,Sun,10,10,@,CHI,W 19-3,19,3,16,22,15,25,10,60.0,184,1,1,4.0,4.0,79.4,1,0,3.85,7.4,7.08,6.36,6.12,12.3,328,61,5.38,59,2.41,1,32:28,2:57,16,30,53.3,69,0,9,51,0,59.0,71,115,186,-1
69,LAC,2024-11-10,2024,27,17,123.1,0,5.42,5.67,30:59,124.1,Sun,9,10,,TEN,W 27-17,27,17,10,44,14,18,4,77.8,164,1,0,5.6,0.0,123.1,0,0,0.00,9.1,9.11,10.22,10.22,11.7,309,57,5.42,51,5.67,0,30:59,2:41,18,23,78.3,157,2,7,18,0,124.1,13,7,20,0
70,DET,2024-11-10,2024,26,23,59.7,-3,5.56,3.82,27:32,59.2,Sun,9,10,@,HOU,W 26-23,26,23,3,49,15,30,15,50.0,240,2,5,6.7,16.7,59.7,0,0,0.00,8.0,8.00,1.83,1.83,16.0,345,62,5.56,65,3.82,5,27:32,3:12,19,33,57.6,192,1,4,40,2,59.2,49,48,97,-3
71,NYG,2024-11-10,2024,17,20,50.5,-2,4.68,5.28,34:29,85.1,Sun,10,10,@,CAR,L 17-20 (OT),17,20,-3,37,22,37,15,59.5,175,0,2,0.0,5.4,50.5,2,15,5.13,4.7,4.49,2.30,2.18,8.0,342,73,4.68,58,5.28,3,34:29,3:15,15,25,60.0,118,1,1,8,0,85.1,-21,57,36,-2
72,KAN,2024-11-10,2024,16,14,92.0,0,4.62,4.73,33:21,110.7,Sun,9,10,,DEN,W 16-14,16,14,2,30,28,42,14,66.7,243,1,0,2.4,0.0,92.0,4,23,8.70,5.8,5.28,6.26,5.72,8.7,300,65,4.62,55,4.73,0,33:21,2:48,22,30,73.3,182,2,2,33,0,110.7,-21,61,40,0
73,TEN,2024-11-10,2024,17,27,127.4,0,5.67,5.42,29:01,123.1,Sun,9,10,@,LAC,L 17-27,17,27,-10,44,18,23,5,78.3,157,2,0,8.7,0.0,127.4,7,18,23.33,6.8,5.23,8.57,6.57,8.7,289,51,5.67,57,5.42,0,29:01,2:41,14,18,77.8,164,1,0,0,0,123.1,-13,-7,-20,0
74,IND,2024-11-10,2024,20,30,79.7,-2,5.92,5.93,27:52,60.6,Sun,10,10,,BUF,L 20-30,20,30,-10,50,26,35,9,74.3,240,2,3,5.7,8.6,79.7,4,32,10.26,6.9,6.15,4.14,3.72,9.2,361,61,5.92,70,5.93,4,27:52,3:04,22,37,59.5,280,0,2,0,2,60.6,-14,-40,-54,-2
75,HOU,2024-11-10,2024,23,26,64.2,3,3.82,5.56,32:28,59.7,Sun,10,10,,DET,L 23-26,23,26,-3,49,19,33,14,57.6,192,1,2,3.0,6.1,64.2,4,40,10.81,5.8,5.19,3.70,3.30,10.1,248,65,3.82,62,5.56,2,32:28,3:12,15,30,50.0,240,2,0,0,5,59.7,-49,-48,-97,3
76,CAR,2024-11-10,2024,20,17,86.4,2,5.28,4.68,27:38,48.8,Sun,10,10,,NYG,W 20-17 (OT),20,17,3,37,15,25,10,60.0,118,1,0,4.0,0.0,86.4,1,8,3.85,4.7,4.54,5.52,5.31,7.9,306,58,5.28,73,4.68,1,27:38,3:15,22,37,59.5,175,0,2,15,2,48.8,21,-57,-36,2
77,PHI,2024-11-10,2024,34,6,109.5,3,5.35,2.61,34:01,49.1,Sun,9,10,@,DAL,W 34-6,34,6,28,40,15,22,7,68.2,161,2,1,9.1,4.5,109.5,5,46,18.52,7.3,5.96,7.09,5.78,10.7,348,65,5.35,56,2.61,2,34:01,2:57,17,29,58.6,49,0,3,17,1,49.1,90,112,202,3
78,ATL,2024-11-10,2024,17,20,75.1,-1,6.41,7.02,35:07,126.9,Sun,10,10,@,NOR,L 17-20,17,20,-3,37,23,38,15,60.5,287,0,1,0.0,2.6,75.1,3,19,7.32,7.6,7.00,6.37,5.90,12.5,468,73,6.41,52,7.02,1,35:07,2:57,16,25,64.0,269,2,0,0,0,126.9,85,18,103,-1
79,SFO,2024-11-10,2024,23,20,119.3,-1,6.77,3.71,31:48,80.4,Sun,9,10,@,TAM,W 23-20,23,20,3,43,25,36,11,69.4,338,2,0,5.6,0.0,119.3,3,15,7.69,9.4,8.67,10.50,9.69,13.5,413,61,6.77,58,3.71,1,31:48,2:56,18,29,62.1,105,1,2,11,0,80.4,-35,233,198,-1
80,BUF,2024-11-10,2024,30,20,60.6,2,5.93,5.92,32:08,75.9,Sun,10,10,@,IND,W 30-20,30,20,10,50,22,37,15,59.5,280,0,2,0.0,5.4,60.6,2,0,5.13,7.6,7.18,5.14,4.87,12.7,415,70,5.93,61,5.92,2,32:08,3:04,26,35,74.3,240,2,4,32,3,75.9,14,40,54,2
81,NYJ,2024-11-10,2024,6,31,72.4,-1,3.76,7.12,27:18,125.5,Sun,10,10,@,ARI,L 6-31,6,31,-25,37,22,35,13,62.9,128,0,0,0.0,0.0,72.4,3,23,7.89,3.7,3.37,3.66,3.37,5.8,207,55,3.76,57,7.12,1,27:18,2:43,22,24,91.7,259,1,1,7,0,125.5,-68,-131,-199,-1
82,PIT,2024-11-10,2024,28,27,90.4,-1,4.16,4.10,36:11,66.1,Sun,9,10,@,WAS,W 28-27,28,27,1,55,14,29,15,48.3,172,3,1,10.3,3.4,90.4,3,23,9.38,5.9,5.38,6.45,5.84,12.3,312,75,4.16,59,4.10,2,36:11,3:21,17,34,50.0,182,0,3,20,0,66.1,80,-10,70,-1
83,WAS,2024-11-10,2024,27,28,68.5,1,4.10,4.16,23:49,87.1,Sun,10,10,,PIT,L 27-28,27,28,-1,55,17,34,17,50.0,182,0,0,0.0,0.0,68.5,3,20,8.11,5.4,4.92,5.35,4.92,10.7,242,59,4.10,75,4.16,1,23:49,3:21,14,29,48.3,172,3,3,23,1,87.1,-80,10,-70,1
84,CHI,2024-11-10,2024,3,19,63.2,1,2.41,5.38,27:32,79.4,Sun,9,10,,NWE,L 3-19,3,19,-16,22,16,30,14,53.3,69,0,0,0.0,0.0,63.2,9,51,23.08,2.3,1.77,2.30,1.77,4.3,142,59,2.41,61,5.38,0,27:32,2:57,15,25,60.0,184,1,1,0,1,79.4,-71,-115,-186,1
85,DAL,2024-11-10,2024,6,34,49.1,-3,2.61,5.35,25:59,100.8,Sun,9,10,,PHI,L 6-34,6,34,-28,40,17,29,12,58.6,49,0,1,0.0,3.4,49.1,3,17,9.38,1.7,1.53,0.14,0.13,2.9,146,56,2.61,65,5.35,5,25:59,2:57,15,22,68.2,161,2,5,46,1,100.8,-90,-112,-202,-3
86,JAX,2024-11-10,2024,7,12,38.3,0,3.33,4.90,17:41,47.4,Sun,10,10,,MIN,L 7-12,7,12,-5,19,14,22,8,63.6,87,0,2,0.0,9.1,38.3,3,24,12.00,4.0,3.48,-0.14,-0.12,6.2,143,43,3.33,82,4.90,3,17:41,3:00,24,38,63.2,233,0,1,8,3,47.4,-113,-146,-259,0
87,DEN,2024-11-10,2024,14,16,115.3,0,4.73,4.62,26:39,89.7,Sun,10,10,@,KAN,L 14-16,14,16,-2,30,22,30,8,73.3,182,2,0,6.7,0.0,115.3,2,33,6.25,6.1,5.69,7.40,6.94,8.3,260,55,4.73,65,4.62,0,26:39,2:48,28,42,66.7,243,1,4,23,0,89.7,21,-61,-40,0
88,ARI,2024-11-10,2024,31,6,126.7,1,7.12,3.76,32:42,69.7,Sun,10,10,,NYJ,W 31-6,31,6,25,37,22,24,2,91.7,259,1,0,4.2,0.0,126.7,1,7,4.00,10.8,10.36,11.63,11.16,11.8,406,57,7.12,55,3.76,0,32:42,2:43,22,35,62.9,128,0,3,23,0,69.7,68,131,199,1
89,BAL,2024-11-07,2024,35,34,141.4,1,6.71,6.27,28:25,107.8,Thu,10,10,,CIN,W 35-34,35,34,1,69,25,33,8,75.8,290,4,0,12.1,0.0,141.4,0,0,0.00,8.8,8.79,11.21,11.21,11.6,389,58,6.71,75,6.27,0,28:25,3:20,34,56,60.7,421,4,3,7,0,107.8,50,-131,-81,1
90,CIN,2024-11-07,2024,34,35,108.3,-1,6.27,6.71,31:35,141.4,Thu,10,10,@,BAL,L 34-35,34,35,-1,69,34,56,22,60.7,421,4,0,7.1,0.0,108.3,3,7,5.08,7.5,7.14,8.95,8.49,12.4,470,75,6.27,58,6.71,1,31:35,3:20,25,33,75.8,290,4,0,0,0,141.4,-50,131,81,-1
91,KAN,2024-11-04,2024,30,24,116.8,-1,4.63,5.46,40:42,110.8,Mon,8,9,,TAM,W 30-24 (OT),30,24,6,54,34,44,10,77.3,260,3,0,6.8,0.0,116.8,4,31,8.33,5.9,5.42,7.27,6.67,7.6,384,83,4.63,52,5.46,1,40:42,3:10,23,31,74.2,189,2,2,11,0,110.8,29,71,100,-1
92,TAM,2024-11-04,2024,24,30,112.3,1,5.46,4.63,25:10,113.8,Mon,9,9,@,KAN,L 24-30 (OT),24,30,-6,54,23,31,8,74.2,189,2,0,6.5,0.0,112.3,2,11,6.06,6.1,5.73,7.39,6.94,8.2,284,52,5.46,83,4.63,0,25:10,3:10,34,44,77.3,260,3,4,31,0,113.8,-29,-71,-100,1
93,MIA,2024-11-03,2024,27,30,124.9,0,6.22,5.51,31:53,95.1,Sun,8,9,@,BUF,L 27-30,27,30,-3,57,25,28,3,89.3,224,2,0,7.1,0.0,124.9,1,7,3.45,8.0,7.72,9.43,9.10,9.0,373,60,6.22,59,5.51,1,31:53,3:01,25,39,64.1,231,3,1,4,1,95.1,55,-7,48,0
94,CLE,2024-11-03,2024,10,27,50.5,-3,3.84,6.11,34:09,120.3,Sun,9,9,,LAC,L 10-27,10,27,-17,37,26,46,20,56.5,213,1,3,2.2,6.5,50.5,6,22,11.54,4.6,4.10,2.13,1.88,8.2,292,76,3.84,56,6.11,3,34:09,2:59,18,27,66.7,246,2,6,36,0,120.3,-17,-33,-50,-3
95,LAC,2024-11-03,2024,27,10,125.8,3,6.11,3.84,25:51,48.6,Sun,8,9,@,CLE,W 27-10,27,10,17,37,18,27,9,66.7,246,2,0,7.4,0.0,125.8,6,36,18.18,9.1,7.45,10.59,8.67,13.7,342,56,6.11,76,3.84,0,25:51,2:59,26,46,56.5,213,1,6,22,3,48.6,17,33,50,3
